serial_name,gunpla_id,model_id,part_types,parts_count,primary_ch_archive,has_ch_archive,ch_archives,source_tables
MSN-04,10307,11303,short_weapon,4,,no,,table_short_weapon.etws
MSN-04,10307,12108,shield,4,,no,,table_shield.ets
XM-X1,10500,10500,head; body; arms; legs; backpack,10,ch/10500.arc,yes,ch/10500.arc; ch/10500_mot.arc; ch/10500_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XM-X1,10500,10148,long_weapon,2,,no,,table_long_weapon.etwl
XM-X1,10500,11111,short_weapon,2,ch/11111.arc,yes,ch/11111.arc; ch/11111_mot.arc; ch/11111_vfx.arc,table_short_weapon.etws
XM-X1,10500,12125,shield,2,ch/12125.arc,yes,ch/12125.arc; ch/12125_mot.arc; ch/12125_vfx.arc,table_shield.ets
XM-X1 Kai Kai,10501,10501,body; arms; legs,6,ch/10501.arc,yes,ch/10501.arc; ch/10501_mot.arc; ch/10501_vfx.arc,table_body.etb; table_arms.eta; table_leg.etl
XM-X1 Kai Kai,10501,10500,head; backpack,4,ch/10500.arc,yes,ch/10500.arc; ch/10500_mot.arc; ch/10500_vfx.arc,table_head.eth; table_backpack.etbp
XM-X1 Kai Kai,10501,10116,long_weapon,2,,no,,table_long_weapon.etwl
XM-X1 Kai Kai,10501,11602,short_weapon,2,ch/11602.arc,yes,ch/11602.arc; ch/11602_mot.arc; ch/11602_vfx.arc,table_short_weapon.etws
XM-X1 Kai Kai,10501,12125,shield,2,ch/12125.arc,yes,ch/12125.arc; ch/12125_mot.arc; ch/12125_vfx.arc,table_shield.ets
LM312V04,10600,10600,head; body; legs; backpack,16,ch/10600.arc,yes,ch/10600.arc; ch/10600_vfx.arc,table_head.eth; table_body.etb; table_leg.etl; table_backpack.etbp
LM312V04,10600,19405,arms,4,ch/19405.arc,yes,ch/19405.arc; ch/19405_vfx.arc,table_arms.eta
LM312V04,10600,10117,long_weapon,2,,no,,table_long_weapon.etwl
LM312V04,10600,11112,short_weapon,2,ch/11112.arc,yes,ch/11112.arc; ch/11112_mot.arc; ch/11112_vfx.arc,table_short_weapon.etws
LM312V04,10600,12206,shield,3,ch/12206.arc,yes,ch/12206.arc; ch/12206_mot.arc; ch/12206_vfx.arc,table_shield.ets
LM312V06,10601,10600,body; legs; backpack,6,ch/10600.arc,yes,ch/10600.arc; ch/10600_vfx.arc,table_body.etb; table_leg.etl; table_backpack.etbp
LM312V06,10601,10601,head,2,ch/10601.arc,yes,ch/10601.arc; ch/10601_vfx.arc,table_head.eth
LM312V06,10601,19405,arms,2,ch/19405.arc,yes,ch/19405.arc; ch/19405_vfx.arc,table_arms.eta
LM312V06,10601,12206,shield,2,ch/12206.arc,yes,ch/12206.arc; ch/12206_mot.arc; ch/12206_vfx.arc,table_shield.ets
LM312V04 <FEED>+SD-VB03A,10602,10600,head; body; legs,3,ch/10600.arc,yes,ch/10600.arc; ch/10600_vfx.arc,table_head.eth; table_body.etb; table_leg.etl
LM312V04 <FEED>+SD-VB03A,10602,19405,arms,1,ch/19405.arc,yes,ch/19405.arc; ch/19405_vfx.arc,table_arms.eta
LM312V04 <FEED>+SD-VB03A,10602,10602,backpack,1,ch/10602.arc,yes,ch/10602.arc; ch/10602_mot.arc; ch/10602_vfx.arc,table_backpack.etbp
LM312V04 <FEED>+SD-VB03A,10602,10306,long_weapon,1,ch/10306.arc,yes,ch/10306.arc; ch/10306_mot.arc; ch/10306_vfx.arc,table_long_weapon.etwl
LM312V04 <FEED>+SD-VB03A,10602,10503,long_weapon,1,,no,,table_long_weapon.etwl
LM312V04 <FEED>+SD-VB03A,10602,11112,short_weapon,1,ch/11112.arc,yes,ch/11112.arc; ch/11112_mot.arc; ch/11112_vfx.arc,table_short_weapon.etws
LM312V04 <FEED>+SD-VB03A,10602,12206,shield,1,ch/12206.arc,yes,ch/12206.arc; ch/12206_mot.arc; ch/12206_vfx.arc,table_shield.ets
LM314V21,10603,10603,head; body; legs; backpack,8,ch/10603.arc,yes,ch/10603.arc; ch/10603_mot.arc; ch/10603_vfx.arc,table_head.eth; table_body.etb; table_leg.etl; table_backpack.etbp
LM314V21,10603,19603,arms,2,ch/19603.arc,yes,ch/19603.arc; ch/19603_mot.arc; ch/19603_vfx.arc,table_arms.eta
LM314V21,10603,10118,long_weapon,2,,no,,table_long_weapon.etwl
LM314V21,10603,12207,shield,2,,no,,table_shield.ets
LM314V24,10604,10603,head; body; backpack,3,ch/10603.arc,yes,ch/10603.arc; ch/10603_mot.arc; ch/10603_vfx.arc,table_head.eth; table_body.etb; table_backpack.etbp
LM314V24,10604,10604,arms; legs,2,ch/10604.arc,yes,ch/10604.arc; ch/10604_mot.arc; ch/10604_vfx.arc,table_arms.eta; table_leg.etl
LM314V24,10604,10307,long_weapon,1,ch/10307.arc,yes,ch/10307.arc; ch/10307_mot.arc; ch/10307_vfx.arc,table_long_weapon.etwl
LM314V24,10604,12143,shield,1,,no,,table_shield.ets
LM314V23,10605,10603,head; body,2,ch/10603.arc,yes,ch/10603.arc; ch/10603_mot.arc; ch/10603_vfx.arc,table_head.eth; table_body.etb
LM314V23,10605,19603,arms,1,ch/19603.arc,yes,ch/19603.arc; ch/19603_mot.arc; ch/19603_vfx.arc,table_arms.eta
LM314V23,10605,10605,legs; backpack,2,ch/10605.arc,yes,ch/10605.arc; ch/10605_mot.arc; ch/10605_vfx.arc,table_leg.etl; table_backpack.etbp
LM314V23,10605,10118,long_weapon,1,,no,,table_long_weapon.etwl
LM314V23,10605,12207,shield,1,,no,,table_shield.ets
LM314V23/24,10606,10603,head; body,8,ch/10603.arc,yes,ch/10603.arc; ch/10603_mot.arc; ch/10603_vfx.arc,table_head.eth; table_body.etb
LM314V23/24,10606,10604,arms,4,ch/10604.arc,yes,ch/10604.arc; ch/10604_mot.arc; ch/10604_vfx.arc,table_arms.eta
LM314V23/24,10606,10606,legs,4,ch/10606.arc,yes,ch/10606.arc; ch/10606_mot.arc; ch/10606_vfx.arc,table_leg.etl
LM314V23/24,10606,10605,backpack,4,ch/10605.arc,yes,ch/10605.arc; ch/10605_mot.arc; ch/10605_vfx.arc,table_backpack.etbp
LM314V23/24,10606,10118,long_weapon,4,,no,,table_long_weapon.etwl
LM314V23/24,10606,10307,long_weapon,4,ch/10307.arc,yes,ch/10307.arc; ch/10307_mot.arc; ch/10307_vfx.arc,table_long_weapon.etwl
LM314V23/24,10606,12143,shield,4,,no,,table_shield.ets
GF13-017NJII,10701,10701,head; body; arms; legs; backpack,20,ch/10701.arc,yes,ch/10701.arc; ch/10701_mot.arc; ch/10701_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GF13-001NHII,10703,10703,head; body; arms; legs; backpack,10,ch/10703.arc,yes,ch/10703.arc; ch/10703_mot.arc; ch/10703_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GF13-001NHII,10703,11604,short_weapon,2,ch/11604.arc,yes,ch/11604.arc; ch/11604_mot.arc; ch/11604_vfx.arc,table_short_weapon.etws
GF13-050NSW,10706,10706,head; body; arms; legs,8,ch/10706.arc,yes,ch/10706.arc; ch/10706_mot.arc; ch/10706_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
GF13-050NSW,10706,11603,short_weapon,2,ch/11603.arc,yes,ch/11603.arc; ch/11603_mot.arc; ch/11603_vfx.arc,table_short_weapon.etws
XXXG-01W,10801,10801,head; body; arms; legs; backpack,10,ch/10801.arc,yes,ch/10801.arc; ch/10801_mot.arc; ch/10801_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01W,10801,10308,long_weapon,2,,no,,table_long_weapon.etwl
XXXG-01W,10801,12145,shield,2,ch/12145.arc,yes,ch/12145.arc; ch/12145_mot.arc; ch/12145_vfx.arc,table_shield.ets
XXXG-00W0,10803,10803,head; body; arms; legs; backpack,10,ch/10803.arc,yes,ch/10803.arc; ch/10803_mot.arc; ch/10803_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-00W0,10803,10311,long_weapon,2,,no,,table_long_weapon.etwl
XXXG-00W0,10803,10312,long_weapon,2,,no,,table_long_weapon.etwl
XXXG-00W0,10803,12146,shield,2,,no,,table_shield.ets
XXXG-01D2,10804,10804,head; body; arms; legs; backpack,10,ch/10804.arc,yes,ch/10804.arc; ch/10804_mot.arc; ch/10804_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01D2,10804,11304,short_weapon,2,,no,,table_short_weapon.etws
XXXG-01H,10805,10805,head; body; arms; legs; backpack,10,ch/10805.arc,yes,ch/10805.arc; ch/10805_mot.arc; ch/10805_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01H,10805,10504,long_weapon,2,,no,,table_long_weapon.etwl
XXXG-01H,10805,12151,shield,2,,no,,table_shield.ets
XXXG-01SR,10806,10806,head; body; arms; legs; backpack,10,ch/10806.arc,yes,ch/10806.arc; ch/10806_mot.arc; ch/10806_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01SR,10806,11200,short_weapon,2,ch/11200.arc,yes,ch/11200.arc; ch/11200_vfx.arc,table_short_weapon.etws
XXXG-01SR,10806,11201,short_weapon,2,ch/11201.arc,yes,ch/11201.arc; ch/11201_mot.arc; ch/11201_vfx.arc,table_short_weapon.etws
XXXG-01SR,10806,12147,shield,2,,no,,table_shield.ets
XXXG-01SR2,10807,10807,head; body; arms; legs; backpack,10,ch/10807.arc,yes,ch/10807.arc; ch/10807_mot.arc; ch/10807_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01SR2,10807,11202,short_weapon,2,ch/11202.arc,yes,ch/11202.arc; ch/11202_mot.arc; ch/11202_vfx.arc,table_short_weapon.etws
XXXG-01SR2,10807,12148,shield,2,,no,,table_shield.ets
XXXG-01S,10809,10809,head; body; arms; legs; backpack,20,ch/10809.arc,yes,ch/10809.arc; ch/10809_mot.arc; ch/10809_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01S,10809,11504,short_weapon,4,ch/11504.arc,yes,ch/11504.arc; ch/11504_mot.arc; ch/11504_vfx.arc,table_short_weapon.etws
XXXG-01S,10809,12150,shield,4,ch/12150.arc,yes,ch/12150.arc; ch/12150_mot.arc; ch/12150_vfx.arc,table_shield.ets
OZ-13MS,10810,10810,head; body; arms; legs; backpack,20,ch/10810.arc,yes,ch/10810.arc; ch/10810_mot.arc; ch/10810_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
OZ-13MS,10810,11402,short_weapon,4,ch/11402.arc,yes,ch/11402.arc; ch/11402_mot.arc; ch/11402_vfx.arc,table_short_weapon.etws
OZ-13MS,10810,11605,short_weapon,4,,no,,table_short_weapon.etws
OZ-13MS,10810,12152,shield,4,,no,,table_shield.ets
XXXG-01S2,10811,10811,head; body; arms; legs; backpack,10,ch/10811.arc,yes,ch/10811.arc; ch/10811_mot.arc; ch/10811_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01S2,10811,11707,short_weapon,2,,no,,table_short_weapon.etws
OZ-00MS2B,10814,10814,head; body; arms; legs; backpack,10,ch/10814.arc,yes,ch/10814.arc; ch/10814_mot.arc; ch/10814_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
OZ-00MS2B,10814,10309,long_weapon,2,,no,,table_long_weapon.etwl
OZ-00MS2B,10814,11002,shield,2,,no,,table_shield.ets
GX-9901-DX,10902,10902,head; body; arms; legs; backpack,20,ch/10902.arc,yes,ch/10902.arc; ch/10902_mot.arc; ch/10902_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GX-9901-DX,10902,10129,long_weapon,4,,no,,table_long_weapon.etwl
GX-9901-DX,10902,11404,short_weapon,4,ch/11404.arc,yes,ch/11404.arc; ch/11404_mot.arc; ch/11404_vfx.arc,table_short_weapon.etws
GX-9901-DX,10902,11505,short_weapon,2,,no,,table_short_weapon.etws
GX-9901-DX,10902,11606,short_weapon,4,,no,,table_short_weapon.etws
GX-9901-DX,10902,11703,short_weapon,2,,no,,table_short_weapon.etws
GX-9901-DX,10902,12154,shield,4,,no,,table_shield.ets
NRX-0013-CB,10904,10904,head; body; arms; legs; backpack,10,ch/10904.arc,yes,ch/10904.arc; ch/10904_mot.arc; ch/10904_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
Concept-X6-1-2,11001,11001,head; body; arms; legs; backpack,10,ch/11001.arc,yes,ch/11001.arc; ch/11001_mot.arc; ch/11001_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MBF-02,11103,11103,head; body; arms; legs; backpack,10,ch/11103.arc,yes,ch/11103.arc; ch/11103_mot.arc; ch/11103_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MBF-02,11103,10505,long_weapon,2,,no,,table_long_weapon.etwl
MBF-02,11103,11205,short_weapon,2,ch/11205.arc,yes,ch/11205.arc; ch/11205_mot.arc; ch/11205_vfx.arc,table_short_weapon.etws
MBF-02,11103,11002,shield,2,,no,,table_shield.ets
MBF-02,11103,12117,shield,2,,no,,table_shield.ets
MBF-02+EW454F,11104,11104,head; body; arms; legs; backpack,5,ch/11104.arc,yes,ch/11104.arc; ch/11104_mot.arc; ch/11104_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MBF-02+EW454F,11104,10149,long_weapon,1,,no,,table_long_weapon.etwl
MBF-02+EW454F,11104,11408,short_weapon,1,ch/11408.arc,yes,ch/11408.arc; ch/11408_mot.arc; ch/11408_vfx.arc,table_short_weapon.etws
MBF-02+EW454F,11104,12117,shield,1,,no,,table_shield.ets
GAT-X105 <FEED>+AQM/E-YM1,11105,11105,head; body; arms; legs; backpack,10,ch/11105.arc,yes,ch/11105.arc; ch/11105_mot.arc; ch/11105_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X105 <FEED>+AQM/E-YM1,11105,11002,shield,2,,no,,table_shield.ets
ZGMF-X10A,11109,11109,head; body; arms; legs; backpack,20,ch/11109.arc,yes,ch/11109.arc; ch/11109_mot.arc; ch/11109_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X10A,11109,10150,long_weapon,4,,no,,table_long_weapon.etwl
ZGMF-X10A,11109,11115,short_weapon,4,ch/11115.arc,yes,ch/11115.arc; ch/11115_mot.arc; ch/11115_vfx.arc,table_short_weapon.etws
ZGMF-X10A,11109,11121,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X10A,11109,12101,shield,4,ch/12101.arc,yes,ch/12101.arc; ch/12101_mot.arc; ch/12101_vfx.arc,table_shield.ets
ZGMF-X20A,11110,11110,head; body; arms; legs; backpack,20,ch/11110.arc,yes,ch/11110.arc; ch/11110_mot.arc; ch/11110_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X20A,11110,10206,long_weapon,4,,no,,table_long_weapon.etwl
ZGMF-X20A,11110,10207,long_weapon,2,,no,,table_long_weapon.etwl
ZGMF-X20A,11110,11206,short_weapon,4,ch/11206.arc,yes,ch/11206.arc; ch/11206_vfx.arc,table_short_weapon.etws
ZGMF-X20A,11110,11207,short_weapon,2,ch/11207.arc,yes,ch/11207.arc; ch/11207_mot.arc; ch/11207_vfx.arc,table_short_weapon.etws
ZGMF-X20A,11110,12202,shield,4,,no,,table_shield.ets
ZGMF-X09A,11111,11111,head; body; arms; legs; backpack,20,ch/11111.arc,yes,ch/11111.arc; ch/11111_mot.arc; ch/11111_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X09A,11111,12156,shield,4,ch/12156.arc,yes,ch/12156.arc; ch/12156_mot.arc; ch/12156_vfx.arc,table_shield.ets
ZGMF-X19A,11112,11112,head; body; arms; legs; backpack,20,ch/11112.arc,yes,ch/11112.arc; ch/11112_mot.arc; ch/11112_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X19A,11112,10126,long_weapon,4,,no,,table_long_weapon.etwl
ZGMF-X19A,11112,11748,short_weapon,4,,no,,table_short_weapon.etws
ZGMF-X19A,11112,12157,shield,4,,no,,table_shield.ets
ZGMF-X13A,11113,11113,head; body; arms; legs; backpack,10,ch/11113.arc,yes,ch/11113.arc; ch/11113_mot.arc; ch/11113_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X13A,11113,10127,long_weapon,2,,no,,table_long_weapon.etwl
ZGMF-X13A,11113,11002,shield,2,,no,,table_shield.ets
ZGMF-X666S,11114,11114,head; body; arms; legs; backpack,10,ch/11114.arc,yes,ch/11114.arc; ch/11114_mot.arc; ch/11114_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X666S,11114,10128,long_weapon,2,,no,,table_long_weapon.etwl
ZGMF-X666S,11114,11704,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X666S,11114,11705,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X666S,11114,12366,shield,2,ch/12366.arc,yes,ch/12366.arc; ch/12366_mot.arc; ch/12366_vfx.arc,table_shield.ets
<REPT 2>,11116,11116,head; body; arms; legs; backpack,10,ch/11116.arc,yes,ch/11116.arc; ch/11116_mot.arc; ch/11116_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
<REPT 2>,11116,11701,short_weapon,2,ch/11701.arc,yes,ch/11701.arc; ch/11701_mot.arc; ch/11701_vfx.arc,table_short_weapon.etws
<REPT 2>,11116,11702,short_weapon,2,,no,,table_short_weapon.etws
<REPT 2>,11116,12338,shield,2,ch/12338.arc,yes,ch/12338.arc; ch/12338_mot.arc; ch/12338_vfx.arc,table_shield.ets
<REPT 3>,11117,11117,head; body; arms; legs; backpack,10,ch/11117.arc,yes,ch/11117.arc; ch/11117_mot.arc; ch/11117_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
<REPT 3>,11117,11506,short_weapon,2,,no,,table_short_weapon.etws
ORB-01,11118,11118,head; body; arms; legs; backpack,10,ch/11118.arc,yes,ch/11118.arc; ch/11118_mot.arc; ch/11118_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ORB-01,11118,10131,long_weapon,2,,no,,table_long_weapon.etwl
ORB-01,11118,11709,short_weapon,2,,no,,table_short_weapon.etws
ORB-01,11118,12159,shield,2,,no,,table_shield.ets
ORB-01,11119,11118,head; body; arms; legs,8,ch/11118.arc,yes,ch/11118.arc; ch/11118_mot.arc; ch/11118_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
ORB-01,11119,11119,backpack,2,ch/11119.arc,yes,ch/11119.arc; ch/11119_mot.arc; ch/11119_vfx.arc,table_backpack.etbp
ORB-01,11119,10131,long_weapon,2,,no,,table_long_weapon.etwl
ORB-01,11119,11708,short_weapon,2,,no,,table_short_weapon.etws
ORB-01,11119,12159,shield,2,,no,,table_shield.ets
ZGMF-X42S,11120,11120,head; body; arms; legs; backpack,30,ch/11120.arc,yes,ch/11120.arc; ch/11120_mot.arc; ch/11120_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X42S,11120,10151,long_weapon,6,,no,,table_long_weapon.etwl
ZGMF-X42S,11120,11409,short_weapon,6,ch/11409.arc,yes,ch/11409.arc; ch/11409_mot.arc; ch/11409_vfx.arc,table_short_weapon.etws
ZGMF-X42S,11120,12126,shield,6,ch/12126.arc,yes,ch/12126.arc; ch/12126_mot.arc; ch/12126_vfx.arc,table_shield.ets
MBF-P02KAI,11201,11200,head; body; arms,6,ch/11200.arc,yes,ch/11200.arc; ch/11200_vfx.arc,table_head.eth; table_body.etb; table_arms.eta
MBF-P02KAI,11201,11201,legs; backpack,4,ch/11201.arc,yes,ch/11201.arc; ch/11201_mot.arc; ch/11201_vfx.arc,table_leg.etl; table_backpack.etbp
MBF-P02KAI,11201,11209,short_weapon,2,,no,,table_short_weapon.etws
MBF-P02,11202,11200,body; arms; legs,12,ch/11200.arc,yes,ch/11200.arc; ch/11200_vfx.arc,table_body.etb; table_arms.eta; table_leg.etl
MBF-P02,11202,11202,head; backpack,8,ch/11202.arc,yes,ch/11202.arc; ch/11202_mot.arc; ch/11202_vfx.arc,table_head.eth; table_backpack.etbp
MBF-P02,11202,10133,long_weapon,4,,no,,table_long_weapon.etwl
MBF-P02,11202,11410,short_weapon,4,ch/11410.arc,yes,ch/11410.arc; ch/11410_mot.arc; ch/11410_vfx.arc,table_short_weapon.etws
MBF-P02,11202,11711,short_weapon,4,,no,,table_short_weapon.etws
MBF-P03R,11205,11205,head; body; arms; legs; backpack,10,ch/11205.arc,yes,ch/11205.arc; ch/11205_mot.arc; ch/11205_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MBF-P03R,11205,11211,short_weapon,2,,no,,table_short_weapon.etws
MBF-P01-Re,11207,11207,head; body; arms; legs; backpack,10,ch/11207.arc,yes,ch/11207.arc; ch/11207_mot.arc; ch/11207_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MBF-P01-Re2,11208,12414,head; body; arms; legs; backpack,10,ch/12414.arc,yes,ch/12414.arc; ch/12414_mot.arc; ch/12414_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X105E,11300,11300,head; body; arms; legs; backpack,20,ch/11300.arc,yes,ch/11300.arc; ch/11300_mot.arc; ch/11300_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X105E,11300,10208,long_weapon,2,,no,,table_long_weapon.etwl
GAT-X105E,11300,10209,long_weapon,2,,no,,table_long_weapon.etwl
GAT-X105E,11300,11212,short_weapon,4,,no,,table_short_weapon.etws
GN-006,11402,11402,head; body; arms; legs; backpack,10,ch/11402.arc,yes,ch/11402.arc; ch/11402_mot.arc; ch/11402_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GN-006,11402,10213,long_weapon,2,,no,,table_long_weapon.etwl
GN-006,11402,10315,long_weapon,2,,no,,table_long_weapon.etwl
GN-006,11402,11216,short_weapon,2,,no,,table_short_weapon.etws
GN-006GNHW/R,11403,11402,head; body; backpack,3,ch/11402.arc,yes,ch/11402.arc; ch/11402_mot.arc; ch/11402_vfx.arc,table_head.eth; table_body.etb; table_backpack.etbp
GN-006GNHW/R,11403,11403,arms; legs,2,ch/11403.arc,yes,ch/11403.arc; ch/11403_mot.arc; ch/11403_vfx.arc,table_arms.eta; table_leg.etl
GN-006GNHW/R,11403,10213,long_weapon,1,,no,,table_long_weapon.etwl
GN-006GNHW/R,11403,10315,long_weapon,1,,no,,table_long_weapon.etwl
GN-006GNHW/R,11403,11216,short_weapon,1,,no,,table_short_weapon.etws
GN-005,11405,11405,head; body; arms; legs; backpack,10,ch/11405.arc,yes,ch/11405.arc; ch/11405_mot.arc; ch/11405_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GN-005,11405,10612,long_weapon,2,,no,,table_long_weapon.etwl
GN-0000+GNR-010,11407,11406,head; body; arms; legs,8,ch/11406.arc,yes,ch/11406.arc; ch/11406_mot.arc; ch/11406_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
GN-0000+GNR-010,11407,11407,backpack,2,ch/11407.arc,yes,ch/11407.arc; ch/11407_mot.arc; ch/11407_vfx.arc,table_backpack.etbp
GN-0000+GNR-010,11407,10153,long_weapon,2,,no,,table_long_weapon.etwl
GN-0000+GNR-010,11407,10210,long_weapon,1,,no,,table_long_weapon.etwl
GN-0000+GNR-010,11407,11120,short_weapon,2,ch/11120.arc,yes,ch/11120.arc; ch/11120_mot.arc; ch/11120_vfx.arc,table_short_weapon.etws
GN-0000+GNR-010,11407,11217,short_weapon,2,,no,,table_short_weapon.etws
GN-0000+GNR-010,11407,11002,shield,1,,no,,table_shield.ets
GN-0000GNHW/7SG,11408,11406,head; body; arms,6,ch/11406.arc,yes,ch/11406.arc; ch/11406_mot.arc; ch/11406_vfx.arc,table_head.eth; table_body.etb; table_arms.eta
GN-0000GNHW/7SG,11408,11408,legs; backpack,4,ch/11408.arc,yes,ch/11408.arc; ch/11408_mot.arc; ch/11408_vfx.arc,table_leg.etl; table_backpack.etbp
GN-0000GNHW/7SG,11408,10316,long_weapon,2,,no,,table_long_weapon.etwl
GN-0000GNHW/7SG,11408,10323,long_weapon,2,,no,,table_long_weapon.etwl
GN-0000GNHW/7SG,11408,11220,short_weapon,2,,no,,table_short_weapon.etws
GN-0000GNHW/7SG,11408,11411,short_weapon,2,ch/11411.arc,yes,ch/11411.arc; ch/11411_mot.arc; ch/11411_vfx.arc,table_short_weapon.etws
GNT-0000,11409,11409,head; body; arms; legs; backpack,10,ch/11409.arc,yes,ch/11409.arc; ch/11409_mot.arc; ch/11409_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GNT-0000,11409,10121,long_weapon,2,,no,,table_long_weapon.etwl
GNT-0000,11409,19158,long_weapon,2,,no,,table_long_weapon.etwl
GNT-0000,11409,11116,short_weapon,2,ch/11116.arc,yes,ch/11116.arc; ch/11116_mot.arc; ch/11116_vfx.arc,table_short_weapon.etws
GNT-0000,11409,11417,short_weapon,2,,no,,table_short_weapon.etws
GNX-Y901TW,11413,11413,head; body; arms; legs; backpack,10,ch/11413.arc,yes,ch/11413.arc; ch/11413_mot.arc; ch/11413_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GNX-Y901TW,11413,11221,short_weapon,2,,no,,table_short_weapon.etws
GNX-Y901TW,11413,11223,short_weapon,1,,no,,table_short_weapon.etws
AGE-2,11501,11501,head; body; arms; legs; backpack,10,ch/11501.arc,yes,ch/11501.arc; ch/11501_mot.arc; ch/11501_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
AGE-2,11501,10319,long_weapon,2,,no,,table_long_weapon.etwl
AGE-2,11501,12165,shield,2,ch/12165.arc,yes,ch/12165.arc; ch/12165_mot.arc; ch/12165_vfx.arc,table_shield.ets
AGE-2DB,11502,11501,head; body; backpack,3,ch/11501.arc,yes,ch/11501.arc; ch/11501_mot.arc; ch/11501_vfx.arc,table_head.eth; table_body.etb; table_backpack.etbp
AGE-2DB,11502,11502,arms; legs,2,ch/11502.arc,yes,ch/11502.arc; ch/11502_mot.arc; ch/11502_vfx.arc,table_arms.eta; table_leg.etl
AGE-2DB,11502,11784,short_weapon,1,,no,,table_short_weapon.etws
RX-0,11600,11600,head; body; arms; legs; backpack,20,ch/11600.arc,yes,ch/11600.arc; ch/11600_mot.arc; ch/11600_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-0,11600,10155,long_weapon,4,,no,,table_long_weapon.etwl
RX-0,11600,10614,long_weapon,4,,no,,table_long_weapon.etwl
